Sentence #,Standard_Bangla
1080,তাদের ঘরের কাজের মানুষ হিসেবে রাখতে চেয়েছিল
1081,আমার স্বামী নিজ পছন্দে আমাকে বিয়ে করেছে
1082,গত নয় বছরে একটানা নয় দিনের জন্যও তারা আমার সাথে কথা বলেনি
1083,কোনো আত্মীয় আমার বাসায় এলে তাদের সাথেও সম্পর্ক নষ্ট করতো
1084,আমরা পারিবারিক কারনে এক বছরের জন্য এখন নিজ বাড়ি থেকে অন্য জায়গায় ছিলাম
1085,নিজ বাড়িতে এসে শুনি পুরো এলাকাতে আমাদের নামে খারাপ কথা বলেছে
1086,আমার বিরুদ্ধে বুঝিয়েছে যে আমি আমার স্বামীর কে তাবিজ করে নিজ বাড়ি থেকে সরিয়ে ফেলেছি
1087,সমস্ত সম্পত্তি বিক্রি করিয়ে স্বামীকে ছেড়ে চলে যাবো
1088,তোমার বৌ নাকি তোমাকে সম্পত্তি বিক্রি করিয়ে ফেলতেছে
1089,আমার স্বামী সবাইকে বুঝিয়ে বুঝিয়ে ক্লান্ত যে আমি এরকম কিছু করছি না
1090,মান সন্মানের ভয়ে কেউ কিছু বলে না
1091,আমাদের তিন বছরের প্রেম
1092,ছেলেটি বাবা চাচার ভয়ে বাড়িতে কিছু বলতে পারে নাহ
1093,আমার কাছে আরও সময় চাইতো
1094,বয়স আমার তখন ষোলো তে পড়লো
1095,তখনকার সময় মেয়েদের জন্যে এটি অনেক বয়স
1096,বাড়ি থেকে ছেলে দেখা শুরু করলো
1097,তোর বড় ভাইয়ের সাথে বিয়ে ঠিক হইল
1098,আমি এখন তোর ভাইকে বিয়ে করতে চাই না
1099,আমি আরও এক বছর পরে বিয়ে করতে চাই
1100,ছেলেটি আমার বাবার সাথে কথা বলে আমাদের বিয়ে ঠিক করেছে
